TAX_YEAR,ROLL_NUM,ADDRESS,YEAR_BUILT,ASSESSCLAS,BLDG_DESC,BLDG_METRE,BLDG_FEET,GARAGE,FIREPLACE,BASEMENT,BSMTDEVL,ASSESSMENT,LATITUDE,LONGITUDE
2015,7116009007,109 MAIN TERR,1970,Residential,2 Storey & Basement,167,1799,Y,Y,Y,Y,411000,53.53651671,-113.3135798
2015,7177009003,92 WOODSTOCK DR,1979,Residential,Split Entry,141,1516,N,Y,Y,Y,414000,53.53200282,-113.329759
2015,7007019008,932 JUNIPER AV,1957,Residential,1 Storey & Basement,102,1100,Y,N,Y,Y,349000,53.51484788,-113.309884
2015,7185069007,696 VILLAGE PL,1981,Residential,1 Storey & Basement,149,1609,Y,Y,Y,Y,475000,53.51809881,-113.3248319
2015,7031043008,11 PRIVET CRT,1960,Residential,1 Storey & Basement,125,1342,Y,Y,Y,Y,409000,53.52216424,-113.2983763
2015,7010006000,116 WILLOW ST,1959,Residential,1 Storey & Basement,97,1044,Y,Y,Y,Y,370000,53.51608056,-113.3180218
2015,7104002006,41 HAWKINS CR,1974,Residential,1 Storey & Basement,122,1317,Y,N,Y,Y,388000,53.52090256,-113.323077
2015,7100016000,42 HAWKINS CR,1974,Residential,1 Storey & Basement,121,1301,Y,Y,Y,Y,403000,53.52117796,-113.3238129
2015,7104004002,37 HAWKINS CR,1974,Residential,Split Level & Crawl Space,101,1089,Y,Y,Y,Y,398000,53.52051374,-113.322674
2015,7104003004,39 HAWKINS CR,1974,Residential,1 Storey & Basement,124,1334,Y,Y,Y,Y,406000,53.52066765,-113.3226083
2015,7100017008,40 HAWKINS CR,1974,Residential,1 Storey & Basement,113,1215,Y,N,Y,Y,377000,53.52087019,-113.3239442
2015,7104005009,35 HAWKINS CR,1974,Residential,1 Storey & Basement,120,1296,Y,Y,Y,Y,407000,53.52044085,-113.323274
2015,7100018006,38 HAWKINS CR,1974,Residential,1 Storey & Basement,101,1087,Y,Y,Y,Y,371000,53.5207163,-113.3240099
2015,7100019004,36 HAWKINS CR,1974,Residential,1 Storey & Basement,121,1301,Y,Y,Y,Y,421000,53.52056242,-113.3240755
2015,7029016008,402 CONIFER ST,1960,Residential,1 Storey & Basement,99,1064,Y,N,Y,Y,320000,53.5225535,-113.3077073
2015,7045010001,21 CARAGANA CRT,1969,Residential,1 Storey & Basement,100,1079,Y,N,Y,Y,372000,53.51381032,-113.2978902
2015,7181018008,28 WOODFIELD DR,1978,Residential,1 Storey & Basement,110,1180,Y,N,Y,Y,352000,53.52871466,-113.3255506
2015,7043022008,797 ALDER AV,1969,Residential,1 Storey & Basement,106,1137,Y,N,Y,Y,340000,53.51376692,-113.3026879
2015,7036017007,1934 BONNEVILLE DR,1965,Residential,1 Storey & Basement,202,2178,Y,Y,Y,Y,435000,53.5242228,-113.3138313
2015,7109096003,1070 HAYTHORNE RD,1979,Residential,Split Level & Crawl Space,110,1184,Y,Y,Y,Y,359000,53.52875258,-113.3276415
2015,7037013005,2002 BONNEVILLE CRT,1968,Residential,Split Level & Crawl Space,104,1120,Y,N,Y,N,427000,53.52637674,-113.3103309
2015,7093002009,21 BEAUVISTA DR,1974,Residential,Split Level & Crawl Space,135,1459,Y,Y,Y,N,448000,53.5320806,-113.3144902
2015,7118034003,59 MANCHESTER DR,1970,Residential,2 Storey & Basement,179,1923,Y,Y,Y,Y,444000,53.53429445,-113.3127772
2015,7122096006,129 MAIN BLVD,1971,Residential,1 Storey & Basement,114,1223,N,N,Y,Y,320000,53.53443624,-113.2980457
2015,7118027007,45 MANCHESTER DR,1973,Residential,Split Entry,131,1406,Y,Y,Y,Y,490000,53.53418857,-113.3146996
2015,7112129007,1158 PARKER MNR,1979,Residential,2 Storey & Basement,174,1869,Y,Y,Y,N,504000,53.53109996,-113.3257837
2015,7004005000,976 ALDER AV,1957,Residential,1 Storey & Basement,98,1057,Y,Y,Y,Y,330000,53.51269033,-113.3128991
2015,7004006008,970 ALDER AV,1957,Residential,1 Storey & Basement,98,1057,Y,N,Y,Y,303000,53.51269027,-113.3125866
2015,7026020003,246 FIR ST,1958,Residential,1 Storey & Basement,125,1340,N,Y,Y,Y,364000,53.52023847,-113.3061846
2015,7004007006,964 ALDER AV,1957,Residential,1 Storey & Basement,89,960,Y,N,Y,Y,289000,53.51269021,-113.3122741
2015,7004008004,958 ALDER AV,1957,Residential,1 Storey & Basement,120,1292,N,Y,Y,Y,362000,53.51269014,-113.3119616
2015,7030086008,3 PINE ST,1961,Residential,1 Storey & Basement,98,1049,Y,Y,Y,Y,348000,53.5231641,-113.3059332
2015,7004009002,952 ALDER AV,1957,Residential,1 Storey & Basement,137,1474,Y,Y,Y,Y,367000,53.51269008,-113.3116492
2015,7096031005,5 MELROSE CR,1976,Residential,1 Storey & Basement,138,1488,Y,Y,Y,Y,466000,53.53831106,-113.3107966
2015,7016001005,197 JUNIPER AV,1958,Residential,1 Storey & Basement,109,1175,Y,Y,Y,Y,374000,53.51850902,-113.3155751
2015,7026011002,411 EVERGREEN ST,1960,Residential,1 Storey & Basement,142,1532,Y,Y,Y,Y,396000,53.52021688,-113.3059564
2015,7119051006,24 MILLERS RD,1971,Residential,1 Storey & Basement,124,1340,Y,Y,Y,Y,408000,53.53417213,-113.3045775
2015,7112049007,1116 PARKER TERR,1979,Residential,2 Storey & Basement,183,1965,Y,Y,Y,Y,478000,53.53023915,-113.3315091
2015,7117005004,16 MISSION ST,1970,Residential,1 Storey & Basement,108,1167,Y,N,Y,Y,354000,53.53447039,-113.3169112
2015,7026012000,409 EVERGREEN ST,1960,Residential,1 Storey & Basement,97,1049,Y,N,Y,Y,354000,53.52023847,-113.3061846
2015,7026013008,407 EVERGREEN ST,1961,Residential,1 Storey & Basement,162,1742,Y,N,Y,Y,423000,53.520277,-113.3065918
2015,7185072001,702 VILLAGE PL,1985,Residential,2 Storey & Basement,209,2245,Y,Y,Y,Y,482000,53.51821151,-113.3240984
2015,7010002009,130 WILLOW ST,1959,Residential,1 Storey & Basement,109,1176,Y,N,Y,Y,347000,53.51681454,-113.317913
2015,7109081005,46 HAYTHORNE CR,1979,Residential,2 Storey & Basement,177,1902,Y,Y,Y,N,409000,53.52839701,-113.3308854
2015,7118076004,90 MANOR DR,1972,Residential,Split Level & Crawl Space,128,1379,Y,Y,Y,Y,474000,53.53364299,-113.3015962
2015,7094043002,86 BEAUVISTA DR,1976,Residential,Split Entry,132,1419,N,Y,Y,Y,493000,53.53278316,-113.3036138
2015,7185166001,456 VILLAGE DR,1980,Residential,2 Storey & Basement,181,1944,Y,Y,Y,N,398000,53.51653299,-113.3304849
2015,7096010009,11 MILFORD CR,1975,Residential,Split Level & Crawl Space,130,1395,Y,Y,Y,Y,401000,53.53872408,-113.3109509
2015,7179022004,717 WELLINGTON LN,1980,Residential,2 Storey & Basement,134,1440,Y,Y,Y,Y,382000,53.53348737,-113.3211823
2015,7181015004,101 WOODBINE RD,1978,Residential,1 Storey & Basement,120,1289,Y,Y,Y,Y,384000,53.52833989,-113.325908
2015,7095012006,14 MILFORD CR,1975,Residential,2 Storey & Basement,179,1923,Y,Y,Y,Y,431000,53.53963836,-113.3112289
2015,7027008007,404 EVERGREEN ST,1960,Residential,1 Storey & Basement,146,1574,Y,Y,Y,Y,422000,53.5207997,-113.3069266
2015,7030073006,39 PINE ST,1961,Residential,1 Storey & Basement,97,1047,Y,N,Y,Y,360000,53.52314347,-113.3019417
2015,7112081000,54 WOODSTOCK DR,1978,Residential,2 Storey & Basement,273,2935,Y,Y,Y,Y,603000,53.53328452,-113.3323819
2015,7020024001,593 COTTONWOOD AV,1970,Residential,2 Storey & Basement,164,1762,Y,Y,Y,Y,448000,53.51843543,-113.3005397
2015,7020023003,591 COTTONWOOD AV,1970,Residential,2 Storey & Basement,163,1757,Y,N,Y,Y,413000,53.51843543,-113.3005397
2015,7107042009,1057 HAYTHORNE RD,1978,Residential,1 Storey & Basement,111,1194,Y,N,Y,Y,351000,53.52896859,-113.3267612
2015,7020022005,589 COTTONWOOD AV,1970,Residential,Split Level,113,1214,Y,Y,Y,Y,411000,53.51860245,-113.3005901
2015,7020021007,587 COTTONWOOD AV,1970,Residential,2 Storey & Basement,172,1847,Y,Y,Y,Y,474000,53.51876949,-113.3006404
2015,7020020009,585 COTTONWOOD AV,1970,Residential,2 Storey & Basement,185,1987,Y,Y,Y,Y,469000,53.51910354,-113.3007411
2015,7020019001,583 COTTONWOOD AV,1970,Residential,Split Level,113,1214,Y,Y,Y,Y,400000,53.51910354,-113.3007411
2015,7008021003,885 JUNIPER AV,1968,Residential,1 Storey & Basement,98,1060,N,Y,Y,Y,326000,53.51579439,-113.3062905
2015,7119083009,28 MENLO CR,1971,Residential,1 Storey & Basement,104,1119,N,N,Y,Y,346000,53.53464879,-113.3075958
2015,7120035006,205 MAIN PL,1971,Residential,1 Storey & Basement,135,1450,Y,Y,Y,Y,422000,53.53581613,-113.3066237
2015,7101068000,1011 KEITH RD,1970,Residential,1 Storey & Basement,107,1150,Y,N,Y,Y,376000,53.52059682,-113.3255121
2015,7101067002,1009 KEITH RD,1970,Residential,1 Storey & Basement,112,1208,Y,Y,Y,Y,411000,53.52075441,-113.3254448
2015,7101066004,1007 KEITH RD,1970,Residential,1 Storey & Basement,124,1340,Y,Y,Y,Y,382000,53.52091201,-113.3253775
2015,7101065006,1005 KEITH RD,1970,Residential,Split Level,102,1097,Y,Y,Y,Y,370000,53.52106962,-113.3253102
2015,7101064009,1003 KEITH RD,1970,Residential,1 Storey & Basement,112,1208,Y,Y,Y,Y,383000,53.52122722,-113.3252429
2015,7185109001,122 VILLAGE DWN,1980,Residential,2 Storey & Basement,344,3706,Y,Y,Y,Y,680000,53.51598961,-113.3249085
2015,7041043006,884 COTTONWOOD AV,1968,Residential,1 Storey & Basement,99,1067,Y,Y,Y,Y,353000,53.51439226,-113.3062621
2015,7177006009,98 WOODSTOCK DR,1979,Residential,Split Level & Crawl Space,123,1325,Y,Y,Y,Y,424000,53.53148296,-113.3294538
2015,7120016006,51 MENLO CR,1970,Residential,1 Storey & Basement,110,1189,Y,N,Y,N,329000,53.53485601,-113.3056789
2015,7042019005,868 JUNIPER AV,1968,Residential,1 Storey & Basement,112,1208,Y,N,Y,Y,342000,53.5155107,-113.304507
2015,7047017004,562 SAGE CR,1971,Residential,1 Storey & Basement,97,1045,Y,N,Y,Y,321000,53.51881369,-113.2963826
2015,7042017009,867 COTTONWOOD AV,1968,Residential,1 Storey & Basement,104,1119,N,N,Y,N,304000,53.51523486,-113.3041237
2015,7010005002,118 WILLOW ST,1958,Residential,1 Storey & Basement,97,1046,Y,N,Y,Y,347000,53.51626379,-113.3180032
2015,7042016001,869 COTTONWOOD AV,1968,Residential,1 Storey & Basement,110,1179,N,N,Y,Y,333000,53.51519679,-113.3043682
2015,7009006003,210 COTTONWOOD AV,1959,Residential,Split Level & Crawl Space,121,1301,Y,Y,Y,Y,368000,53.51517946,-113.3189301
2015,7107039005,1051 HAYTHORNE RD,1982,Residential,1 Storey & Basement,127,1371,Y,Y,Y,Y,404000,53.52859985,-113.3271264
2015,7185121006,146 VILLAGE DR,1981,Residential,2 Storey & Basement,210,2264,Y,Y,Y,Y,478000,53.5153128,-113.3246383
2015,7119082001,30 MENLO CR,1971,Residential,2 Storey & Basement,177,1910,Y,Y,Y,Y,416000,53.53460799,-113.3073374
2015,7119081003,32 MENLO CR,1971,Residential,1 Storey & Basement,107,1154,Y,N,Y,Y,357000,53.53456694,-113.3070775
2015,7119080005,34 MENLO CR,1971,Residential,1 Storey & Basement,101,1087,N,N,Y,Y,336000,53.53484344,-113.3066757
2015,7119079007,36 MENLO CR,1971,Residential,Split Entry,100,1077,N,Y,Y,Y,340000,53.53448485,-113.3065576
2015,7119077001,40 MENLO CR,1970,Residential,2 Storey & Basement,159,1716,Y,Y,Y,Y,384000,53.53436171,-113.3057779
2015,7119078009,38 MENLO CR,1971,Residential,1 Storey & Basement,112,1202,Y,N,Y,Y,373000,53.53476136,-113.3061559
2015,7119076003,42 MENLO CR,1971,Residential,1 Storey & Basement,112,1202,N,N,Y,Y,348000,53.53436171,-113.3057779
2015,7008022001,883 JUNIPER AV,1969,Residential,1 Storey & Basement,100,1077,Y,Y,Y,Y,360000,53.51579434,-113.306047
2015,7096017004,27 MILFORD CR,1976,Residential,1 Storey & Basement,124,1338,Y,Y,Y,Y,402000,53.53962602,-113.3097585
2015,7042020003,870 JUNIPER AV,1967,Residential,1 Storey & Basement,110,1189,Y,Y,Y,N,361000,53.51547303,-113.3047517
2015,7040008000,884 BIRCH AV,1967,Residential,1 Storey & Basement,104,1119,Y,Y,Y,Y,365000,53.51319097,-113.30636
2015,7042015003,871 COTTONWOOD AV,1968,Residential,1 Storey & Basement,97,1039,Y,N,Y,Y,346000,53.51515872,-113.3046126
2015,7186017005,301 VISTA DR,1983,Residential,2 Storey & Basement,200,2152,Y,Y,Y,Y,463000,53.51565944,-113.3278926
2015,7012025008,123 WILLOW ST,1958,Residential,1 Storey & Basement,102,1100,Y,N,Y,Y,364000,53.51657806,-113.3163886
2015,7112107003,67 WOODLAKE MNR,1979,Residential,2 Storey & Basement,205,2207,Y,Y,Y,Y,533000,53.5326048,-113.3268171
2015,7092007009,27 BRAESIDE CR,1974,Residential,2 Storey & Basement,219,2360,Y,Y,Y,Y,573000,53.53115613,-113.3118548
2015,7042021001,872 JUNIPER AV,1968,Residential,1 Storey & Basement,93,1001,N,Y,Y,Y,306000,53.51543537,-113.3049964
2015,7101025000,1076B MOYER DR,1970,Residential,Split Entry,108,1166,Y,N,Y,Y,370000,53.5198921,-113.3319005
2015,7032044005,1913 GLENMORE AV,1974,Residential,1 Storey & Basement,121,1303,Y,Y,Y,Y,365000,53.52071374,-113.3196627
2015,7010004005,122 WILLOW ST,1959,Residential,1 Storey & Basement,100,1073,Y,N,Y,Y,372000,53.51644646,-113.3179733
2015,7042014006,873 COTTONWOOD AV,1968,Residential,1 Storey & Basement,98,1060,N,N,Y,Y,329000,53.51512064,-113.3048571
2015,7020018003,581 COTTONWOOD AV,1969,Residential,2 Storey & Basement,180,1934,Y,Y,Y,Y,454000,53.51943139,-113.30084
2015,7042028006,886 JUNIPER AV,1968,Residential,1 Storey & Basement,109,1171,Y,Y,Y,Y,347000,53.51487089,-113.3066062
2015,7042022009,874 JUNIPER AV,1968,Residential,1 Storey & Basement,110,1189,N,Y,Y,Y,337000,53.5153977,-113.3052412
2015,7006033000,928 COTTONWOOD AV,1956,Residential,1 Storey & Basement,112,1210,Y,Y,Y,Y,363000,53.51400449,-113.3101553
2015,7120021006,61 MENLO CR,1970,Residential,1 Storey & Basement,110,1189,Y,N,Y,Y,366000,53.5357302,-113.3052248
2015,7042013008,875 COTTONWOOD AV,1967,Residential,1 Storey & Basement,91,979,N,N,Y,Y,322000,53.51508258,-113.3051016
2015,7042023007,876 JUNIPER AV,1968,Residential,1 Storey & Basement,100,1079,N,N,Y,Y,327000,53.51536003,-113.3054859
2015,7016002003,193 JUNIPER AV,1956,Residential,1 Storey & Basement,109,1175,Y,N,Y,Y,355000,53.51816809,-113.3152317
2015,7119018005,7 MANOR DR,1971,Residential,1 Storey & Basement,119,1284,Y,Y,Y,Y,392000,53.53502076,-113.3130781
2015,7101048002,1030 MOYER DR,1970,Residential,Split Level & Crawl Space,102,1097,Y,Y,Y,Y,381000,53.51939167,-113.3261668
2015,7093028004,10 BRAESIDE CR,1974,Residential,2 Storey & Basement,228,2459,Y,Y,Y,N,516000,53.53178669,-113.3146098
2015,7113041003,1029 GILLIES RD,1970,Residential,1 Storey & Basement,123,1323,Y,Y,Y,Y,401000,53.5226575,-113.3290312
2015,7030077007,31 PINE ST,1961,Residential,1 Storey & Basement,98,1052,Y,Y,Y,Y,359000,53.52324095,-113.3033337
2015,7042012000,877 COTTONWOOD AV,1967,Residential,1 Storey & Basement,91,979,Y,N,Y,Y,333000,53.5150445,-113.3053461
2015,7105014000,15 STRATHCONA PL,1969,Residential,1 Storey & Basement,107,1154,Y,Y,Y,Y,375000,53.52288764,-113.3258079
2015,7176016009,17 WOODSTOCK DR,1980,Residential,2 Storey & Basement,164,1761,Y,Y,Y,Y,420000,53.53159681,-113.331045
2015,7042024005,878 JUNIPER AV,1967,Residential,1 Storey & Basement,121,1304,N,Y,Y,Y,360000,53.51532237,-113.3057306
2015,7089031004,31 BRAESIDE TERR,1978,Residential,2 Storey & Basement,185,1987,Y,Y,Y,Y,508000,53.53062031,-113.3148926
2015,7107040003,1053 HAYTHORNE RD,1978,Residential,1 Storey & Basement,106,1139,Y,N,Y,Y,359000,53.52872096,-113.3270064
2015,7123001005,2 MORELAND RD,1970,Residential,1 Storey & Basement,103,1109,Y,N,Y,Y,354000,53.53796795,-113.307909
2015,7039032003,14 IVY CR,1969,Residential,1 Storey & Basement,97,1044,Y,Y,Y,Y,361000,53.51227279,-113.3011836
2015,7122018000,12 MORELAND CR,1971,Residential,Split Entry,114,1231,Y,Y,Y,Y,387000,53.53757679,-113.308586
2015,7120017004,53 MENLO CR,1970,Residential,1 1/2 Storey & Basement,138,1488,Y,Y,Y,Y,374000,53.53501945,-113.305594
2015,7042011002,879 COTTONWOOD AV,1968,Residential,1 Storey & Basement,98,1060,Y,Y,Y,Y,372000,53.51500643,-113.3055905
2015,7120018002,55 MENLO CR,1970,Residential,1 Storey & Basement,110,1189,N,N,Y,Y,346000,53.53516333,-113.3055192
2015,7120019000,57 MENLO CR,1971,Residential,2 Storey & Basement,159,1712,Y,Y,Y,Y,388000,53.5353072,-113.3054445
2015,7122019008,14 MORELAND CR,1971,Residential,1 Storey & Basement,98,1056,N,N,Y,Y,330000,53.53753225,-113.3083445
2015,7120008003,15 MENLO CR,1971,Residential,1 Storey & Basement,97,1039,Y,Y,Y,Y,348000,53.53547801,-113.3073767
2015,7120007005,13 MENLO CR,1970,Residential,1 1/2 Storey & Basement,143,1538,N,N,Y,Y,334000,53.53562189,-113.307302
2015,7120020008,59 MENLO CR,1971,Residential,1 1/2 Storey & Basement,137,1473,Y,Y,Y,Y,360000,53.53559496,-113.305295
2015,7122020006,16 MORELAND CR,1971,Residential,1 1/2 Storey & Basement,139,1498,Y,Y,Y,Y,364000,53.53748772,-113.3081029
2015,7120024000,67 MENLO CR,1970,Residential,1 Storey & Basement,97,1039,Y,N,Y,Y,337000,53.5360258,-113.3050712
2015,7120023002,65 MENLO CR,1970,Residential,1 1/2 Storey & Basement,138,1488,Y,N,Y,Y,366000,53.53588193,-113.3051459
2015,7120022004,63 MENLO CR,1971,Residential,1 Storey & Basement,121,1308,N,Y,Y,Y,367000,53.53573805,-113.3052207
2015,7042025002,880 JUNIPER AV,1967,Residential,1 Storey & Basement,94,1011,Y,Y,Y,Y,332000,53.5152847,-113.3059753
2015,7030005008,422 CONIFER ST,1961,Residential,Split Level & Crawl Space,98,1050,Y,N,Y,Y,381000,53.52298664,-113.3045129
2015,7037006009,2011 BONNEVILLE CRT,1965,Residential,Split Level,158,1705,Y,Y,N,N,411000,53.52675754,-113.3099129
2015,7007011005,923 COTTONWOOD AV,1956,Residential,1 Storey & Basement,113,1215,Y,N,Y,Y,404000,53.51454753,-113.3101601
2015,7109086004,54 HAYTHORNE CR,1978,Residential,Split Level & Crawl Space,114,1222,Y,Y,Y,Y,418000,53.52877596,-113.3298117
2015,7042010004,881 COTTONWOOD AV,1967,Residential,Split Entry,104,1119,Y,Y,Y,Y,368000,53.51496836,-113.305835
2015,7122034007,44 MORELAND CR,1971,Residential,1 Storey & Basement,93,1001,N,Y,Y,Y,319000,53.53866056,-113.3049568
2015,7037019002,2003 FAIRVIEW CRT,1963,Residential,1 Storey & Basement,134,1440,Y,Y,Y,Y,404000,53.52657813,-113.3109096
2015,7120027003,213 MAIN PL,1972,Residential,1 Storey & Basement,112,1206,Y,N,Y,Y,364000,53.5360258,-113.3050712
2015,7003009003,930 CONIFER ST,1956,Residential,1 Storey & Basement,112,1210,Y,N,Y,Y,355000,53.51376964,-113.3128746
2015,7042026000,882 JUNIPER AV,1968,Residential,1 Storey & Basement,112,1208,N,N,Y,Y,362000,53.51524703,-113.30622
2015,7105042001,31 WILSON CR,1975,Residential,1 Storey & Basement,111,1194,N,Y,Y,Y,371000,53.52365425,-113.3211516
2015,7120001008,1 MENLO CR,1970,Residential,1 Storey & Basement,110,1189,Y,N,Y,Y,322000,53.53650975,-113.3068408
2015,7120026005,78 MAIN BLVD,1971,Residential,1 Storey & Basement,110,1189,Y,Y,Y,Y,338000,53.53626683,-113.3055234
2015,7039086009,8 SUNSET PL,1968,Residential,1 Storey & Basement,112,1208,Y,Y,Y,Y,383000,53.5282969,-113.3094804
2015,7127018005,112 MARION DR,1971,Residential,1 Storey & Basement,101,1087,Y,N,Y,Y,345000,53.54036765,-113.2977016
2015,7119031008,33 MANOR DR,1972,Residential,1 Storey & Basement,117,1260,Y,Y,Y,Y,382000,53.53495593,-113.3096086
2015,7040030004,883 ALDER AV,1968,Residential,Split Level,131,1409,Y,Y,Y,Y,381000,53.51323076,-113.3060848
2015,7030023001,4 YEW CRT,1960,Residential,1 Storey & Basement,97,1049,Y,Y,Y,Y,362000,53.52102539,-113.2999199
2015,7030045004,119 PINE ST,1962,Residential,1 Storey & Basement,106,1139,Y,N,Y,Y,355000,53.52020066,-113.2979413
2015,7042027008,884 JUNIPER AV,1968,Residential,1 Storey & Basement,91,979,Y,N,Y,Y,355000,53.51491341,-113.3063334
2015,7042009006,883 COTTONWOOD AV,1967,Residential,1 Storey & Basement,104,1120,Y,N,Y,Y,340000,53.51493029,-113.3060795
2015,7185167009,458 VILLAGE DR,1980,Residential,1 Storey & Basement,148,1598,Y,Y,Y,N,425000,53.51666766,-113.3304012
2015,7042008008,885 COTTONWOOD AV,1967,Residential,1 Storey & Basement,97,1039,Y,N,Y,Y,374000,53.51493029,-113.3060795
2015,7109029004,1009 MCDERMID DR,1969,Residential,1 Storey & Basement,126,1353,Y,Y,Y,Y,381000,53.52381083,-113.328744
2015,7122002004,71 MAIN BLVD,1971,Residential,1 Storey & Basement,93,1002,N,N,Y,Y,299000,53.53702547,-113.3074614
2015,7122004000,67 MAIN BLVD,1970,Residential,1 Storey & Basement,100,1077,Y,Y,Y,Y,357000,53.53711534,-113.3079488
2015,7122003002,69 MAIN BLVD,1971,Residential,Split Entry,95,1025,Y,N,Y,Y,330000,53.53707041,-113.3077051
2015,7122006005,63B MAIN BLVD,1970,Residential,1 Storey & Basement,88,949,Y,Y,Y,Y,324000,53.53720522,-113.3084363
2015,7122005007,65 MAIN BLVD,1971,Residential,1 Storey & Basement,112,1202,Y,Y,Y,Y,334000,53.53716028,-113.3081926
2015,7041036000,870 COTTONWOOD AV,1968,Residential,1 Storey & Basement,98,1054,Y,N,Y,Y,354000,53.51466312,-113.304545
2015,7122007003,61 MAIN BLVD,1971,Residential,1 Storey & Basement,106,1144,N,N,Y,Y,329000,53.53756407,-113.3085169
2015,7041037008,872 COTTONWOOD AV,1970,Residential,1 Storey & Basement,115,1240,Y,N,Y,Y,349000,53.5146246,-113.3047893
2015,7010001001,134 WILLOW ST,1959,Residential,Split Level,99,1061,Y,Y,N,N,371000,53.51719446,-113.3178508
2015,7119046006,63 MANOR DR,1971,Residential,2 Storey & Basement,190,2047,Y,Y,Y,Y,430000,53.53392952,-113.3051938
2015,7041038006,874 COTTONWOOD AV,1968,Residential,Split Entry,107,1151,Y,Y,Y,Y,359000,53.51458607,-113.3050335
2015,7041039004,876 COTTONWOOD AV,1967,Residential,2 Storey & Basement,176,1893,Y,Y,Y,Y,420000,53.51454754,-113.3052777
2015,7185082000,842 VILLAGE LN,1983,Residential,2 Storey & Basement,224,2411,Y,Y,Y,Y,563000,53.51728346,-113.3233483
2015,7041040002,878 COTTONWOOD AV,1967,Residential,1 Storey & Basement,112,1201,Y,Y,Y,Y,365000,53.51450901,-113.305522
2015,7041041000,880 COTTONWOOD AV,1970,Residential,Split Entry,97,1039,Y,Y,Y,Y,386000,53.51447049,-113.3057662
2015,7041016002,869 BIRCH AV,1968,Residential,1 Storey & Basement,103,1112,Y,Y,Y,Y,354000,53.51438438,-113.3041598
2015,7099026002,34 MARKHAM CR,1975,Residential,1 Storey & Basement,110,1189,Y,N,Y,Y,381000,53.54009162,-113.3194889
2015,7101051006,1024 MOYER DR,1970,Residential,Split Level & Crawl Space,107,1155,Y,Y,Y,N,409000,53.51969347,-113.3255534
2015,7041015004,871 BIRCH AV,1968,Residential,1 Storey & Basement,106,1137,N,Y,Y,Y,327000,53.51434584,-113.304404
2015,7041014007,873 BIRCH AV,1968,Residential,1 Storey & Basement,109,1178,N,Y,Y,Y,336000,53.51426873,-113.3048925
2015,7041013009,875 BIRCH AV,1968,Residential,Split Entry,95,1027,Y,N,Y,Y,330000,53.51423018,-113.3051367
2015,7041012001,877 BIRCH AV,1967,Residential,1 Storey & Basement,103,1112,N,N,Y,Y,335000,53.51419162,-113.3053809
2015,7044030000,9 IVY CR,1969,Residential,1 Storey & Basement,99,1062,Y,N,Y,Y,331000,53.51283576,-113.3006429
2015,7040027000,877 ALDER AV,1968,Residential,1 Storey & Basement,106,1141,N,N,Y,Y,344000,53.51335346,-113.3053078
2015,7040026002,875 ALDER AV,1968,Residential,1 Storey & Basement,106,1137,Y,N,Y,Y,350000,53.51339203,-113.3050635
2015,7040025004,873 ALDER AV,1968,Residential,1 Storey & Basement,110,1179,N,Y,Y,Y,356000,53.5134306,-113.3048193
2015,7102001000,1054 ADAMSON CR,1970,Residential,Split Level & Crawl Space,102,1097,Y,N,Y,N,417000,53.52220243,-113.3304348
2015,7040012002,876 BIRCH AV,1968,Residential,Split Entry,96,1030,Y,N,Y,Y,355000,53.51367112,-113.305449
2015,7040023009,869 ALDER AV,1968,Residential,1 Storey & Basement,106,1141,N,N,Y,Y,344000,53.51351123,-113.3043087
2015,7040013000,874 BIRCH AV,1968,Residential,1 Storey & Basement,101,1089,N,Y,Y,Y,319000,53.51339203,-113.3050635
2015,7040014008,872 BIRCH AV,1968,Residential,1 Storey & Basement,103,1112,N,N,Y,Y,329000,53.5134306,-113.3048193
2015,7040016003,868 BIRCH AV,1968,Residential,1 Storey & Basement,107,1147,Y,Y,Y,Y,365000,53.51351123,-113.3043087
2015,7029012007,410 CONIFER ST,1959,Residential,1 Storey & Basement,98,1056,Y,Y,Y,Y,362000,53.52293886,-113.3067232
2015,7126006001,51 MARION DR,1972,Residential,Split Entry,98,1056,N,N,Y,Y,343000,53.54092795,-113.3054603
2015,7132019006,15 MARDALE CR,1974,Residential,Split Level & Crawl Space,114,1226,Y,Y,Y,Y,396000,53.5338563,-113.2995419
2015,7097059005,17 MEDHURST CR,1975,Residential,1 Storey & Basement,145,1561,Y,Y,Y,Y,443000,53.53911564,-113.3146973
2015,7042018007,866 JUNIPER AV,1968,Residential,1 Storey & Basement,107,1154,Y,N,Y,Y,354000,53.51525606,-113.304133
2015,7010003007,126 WILLOW ST,1959,Residential,1 Storey & Basement,100,1073,Y,Y,Y,Y,364000,53.51679826,-113.3179157
2015,7042006002,889 COTTONWOOD AV,1968,Residential,1 Storey & Basement,91,979,Y,N,Y,Y,339000,53.51484929,-113.3065996
2015,7039008003,884 ALDER AV,1968,Residential,1 Storey & Basement,143,1540,Y,Y,Y,Y,402000,53.51272548,-113.3062004
2015,7107041001,1055 HAYTHORNE RD,1979,Residential,Split Level & Crawl Space,102,1101,Y,Y,Y,N,376000,53.52884359,-113.326885
2015,7008016003,895 JUNIPER AV,1968,Residential,1 Storey & Basement,110,1189,N,N,Y,Y,380000,53.51579464,-113.3075996
2015,7185176000,166 VILLAGE EST,1983,Residential,2 Storey & Basement,202,2180,Y,Y,Y,Y,553000,53.51581375,-113.3254676
